#(id,from,to,speed,planTime)
(19458,44,54,1,10)
(19459,46,0,8,7)
(19460,40,4,7,6)
(19461,77,72,3,9)
(19462,65,91,4,1)
(19463,72,97,8,2)
(19464,36,66,1,2)
(19465,8,68,7,9)
(19466,82,4,7,2)
(19467,10,1,7,5)
(19468,18,100,7,6)
(19469,71,46,4,5)
(19470,36,48,5,3)
(19471,44,50,2,4)
(19472,83,26,8,8)
(19473,60,53,4,10)
(19474,57,24,1,10)
(19475,92,44,6,3)
(19476,43,39,3,2)
(19477,85,67,3,2)
(19478,15,58,3,5)
(19479,7,74,6,7)
(19480,66,49,5,5)
(19481,1,97,7,2)
(19482,20,55,8,4)
(19483,65,38,3,3)
(19484,77,89,6,3)
(19485,56,3,4,4)
(19486,61,73,7,10)
(19487,46,0,8,1)
(19488,50,2,3,8)
(19489,100,1,8,6)
(19490,22,100,7,10)
(19491,3,84,4,1)
(19492,39,15,7,3)
(19493,85,88,2,10)
(19494,26,60,5,1)
(19495,61,36,8,4)
(19496,4,19,7,6)
(19497,87,35,7,3)
(19498,0,53,1,5)
(19499,36,22,4,6)
(19500,37,24,8,8)
(19501,78,66,2,3)
(19502,93,79,2,4)
(19503,81,25,2,1)
(19504,10,89,2,6)
(19505,24,44,7,8)
(19506,97,99,4,5)
(19507,20,45,3,3)
(19508,36,42,1,8)
(19509,7,79,4,4)
(19510,57,59,8,7)
(19511,51,80,7,5)
(19512,35,44,3,3)
(19513,55,27,8,9)
(19514,25,44,5,9)
(19515,89,23,6,6)
(19516,31,47,4,9)
(19517,92,20,6,2)
(19518,46,55,6,7)
(19519,35,8,7,2)
(19520,18,13,1,1)
(19521,7,9,7,5)
(19522,53,39,1,4)
(19523,28,46,5,4)
(19524,59,69,6,7)
(19525,56,34,2,1)
(19526,89,85,3,5)
(19527,59,19,6,1)
(19528,33,86,1,3)
(19529,96,39,1,7)
(19530,78,82,5,3)
(19531,27,55,7,9)
(19532,90,28,5,8)
(19533,62,35,3,2)
(19534,86,42,6,9)
(19535,62,99,3,5)
(19536,84,69,7,5)
(19537,7,71,8,6)
(19538,53,49,6,2)
(19539,70,22,8,8)
(19540,51,34,4,4)
(19541,69,84,7,10)
(19542,92,69,2,4)
(19543,67,17,5,6)
(19544,86,79,6,2)
(19545,50,22,1,7)
(19546,37,2,8,10)
(19547,24,80,7,5)
(19548,80,3,4,9)
(19549,53,82,8,10)
(19550,16,100,1,7)
(19551,16,43,2,4)
(19552,21,61,8,3)
(19553,49,72,4,4)
(19554,40,53,5,7)
(19555,99,92,6,9)
(19556,62,92,5,9)
(19557,40,28,6,4)
(19558,27,22,3,7)
(19559,65,37,2,10)
(19560,64,71,6,6)
(19561,8,27,7,9)
(19562,80,90,4,5)
(19563,81,51,6,4)
(19564,9,14,6,5)
(19565,42,14,3,1)
(19566,36,8,2,3)
(19567,11,88,7,4)
(19568,58,75,7,4)
(19569,1,84,3,1)
(19570,73,26,3,2)
(19571,78,47,5,1)
(19572,62,17,4,2)
(19573,31,38,2,5)
(19574,47,49,8,9)
(19575,36,19,5,1)
(19576,94,85,7,6)
(19577,34,39,5,9)
(19578,66,34,2,6)
(19579,82,87,5,6)
(19580,3,63,1,6)
(19581,0,17,6,10)
(19582,67,1,3,10)
(19583,20,70,4,8)
(19584,20,88,3,10)
(19585,26,51,8,3)
(19586,85,19,3,7)
(19587,72,95,6,3)
(19588,57,87,6,3)
(19589,3,42,4,3)
(19590,43,7,6,9)
(19591,77,0,8,3)
(19592,88,18,1,10)
(19593,69,11,1,5)
(19594,98,37,2,8)
(19595,32,25,2,2)
(19596,11,18,4,1)
(19597,60,83,1,5)
(19598,90,89,4,2)
(19599,55,76,1,5)
(19600,94,81,1,2)
(19601,58,93,8,7)
(19602,29,65,8,4)
(19603,91,0,5,2)
(19604,18,61,2,10)
(19605,9,33,2,8)
(19606,88,45,5,3)
(19607,20,61,2,3)
(19608,7,39,4,8)
(19609,31,21,1,10)
(19610,86,10,3,6)
(19611,10,36,2,8)
(19612,64,59,1,7)
(19613,58,51,8,10)
(19614,96,2,7,4)
(19615,29,39,5,10)
(19616,45,36,4,3)
(19617,57,88,1,8)
(19618,98,90,4,2)
(19619,92,27,4,5)
(19620,52,38,6,7)
(19621,89,65,6,3)
(19622,34,10,7,10)
(19623,15,61,4,10)
(19624,97,33,7,8)
(19625,20,37,6,4)
(19626,93,45,2,5)
(19627,38,91,5,1)
(19628,95,66,6,2)
(19629,98,88,2,5)
(19630,64,33,4,8)
(19631,60,92,4,1)
(19632,91,40,4,2)
(19633,44,70,6,5)
(19634,81,83,7,1)
(19635,39,26,8,2)
(19636,58,40,2,3)
(19637,95,50,7,9)
(19638,49,79,3,4)
(19639,70,76,3,4)
(19640,82,74,6,4)
(19641,43,64,3,6)
(19642,46,14,4,3)
(19643,40,49,1,5)
(19644,56,35,3,4)
(19645,51,72,8,9)
(19646,50,78,3,4)
(19647,19,5,8,9)
(19648,79,16,6,2)
(19649,80,20,7,10)
(19650,34,87,7,8)
(19651,1,62,4,5)
(19652,63,24,6,8)
(19653,62,81,2,9)
(19654,24,53,3,5)
(19655,58,76,4,10)
(19656,58,1,3,5)
(19657,21,1,1,2)
(19658,54,38,4,1)
(19659,67,34,8,8)
(19660,24,85,8,8)
(19661,31,21,3,7)
(19662,74,94,5,3)
(19663,36,7,8,10)
(19664,75,57,4,3)
(19665,24,59,1,4)
(19666,97,13,4,8)
(19667,13,10,1,4)
(19668,62,68,2,2)
(19669,55,87,2,3)
(19670,80,11,2,10)
(19671,85,93,4,8)
(19672,15,39,6,1)
(19673,98,6,4,8)
(19674,86,81,8,8)
(19675,58,14,3,4)
(19676,48,24,4,2)
(19677,77,25,4,5)
(19678,37,23,7,10)
(19679,82,47,5,6)
(19680,52,69,8,6)
(19681,75,50,3,9)
(19682,30,91,4,2)
(19683,25,73,1,8)
(19684,51,27,7,10)
(19685,57,47,8,9)
(19686,85,0,6,1)
(19687,47,90,7,5)
(19688,91,64,2,1)
(19689,39,84,2,9)
(19690,40,91,4,6)
(19691,30,3,5,10)
(19692,97,71,2,3)
(19693,85,1,5,9)
(19694,68,60,5,9)
(19695,49,82,6,9)
(19696,12,20,7,3)
(19697,70,49,5,10)
(19698,40,64,6,3)
(19699,34,54,3,8)
(19700,25,4,4,2)
(19701,5,83,3,10)
(19702,8,77,5,10)
(19703,25,83,1,8)
(19704,69,76,5,1)
(19705,24,38,7,6)
(19706,2,22,2,8)
(19707,42,82,3,4)
(19708,87,15,5,4)
(19709,64,19,7,4)
(19710,62,84,1,5)
(19711,66,58,3,3)
(19712,100,42,3,3)
(19713,81,87,7,2)
(19714,75,19,6,8)
(19715,68,49,2,2)
(19716,64,25,5,2)
(19717,44,75,1,1)
(19718,24,94,3,6)
(19719,17,81,6,5)
(19720,23,30,5,4)
(19721,84,59,3,7)
(19722,79,35,7,2)
(19723,84,58,6,6)
(19724,49,9,7,8)
(19725,51,40,4,9)
(19726,100,55,3,8)
(19727,2,22,2,2)
(19728,53,37,7,8)
(19729,97,79,5,1)
(19730,80,68,4,1)
(19731,92,85,4,7)
(19732,60,18,7,4)
(19733,24,95,8,9)
(19734,16,5,2,1)
(19735,3,9,7,4)
(19736,70,60,6,10)
(19737,86,9,4,2)
(19738,28,22,5,7)
(19739,66,50,4,1)
(19740,14,49,7,8)
(19741,34,29,3,4)
(19742,0,42,2,2)
(19743,51,13,5,10)
(19744,39,45,7,10)
(19745,20,26,3,9)
(19746,14,88,8,1)
(19747,38,99,1,1)
(19748,14,69,4,3)
(19749,98,17,5,10)
(19750,59,87,7,4)
(19751,66,43,4,5)
(19752,88,61,1,5)
(19753,87,73,1,3)
(19754,60,83,3,6)
(19755,81,43,3,4)
(19756,11,8,2,5)
(19757,26,40,6,2)
(19758,94,6,5,3)
(19759,15,21,3,7)
(19760,83,59,4,9)
(19761,98,65,7,8)
(19762,47,50,8,8)
(19763,59,36,3,5)
(19764,44,64,3,2)
(19765,70,51,8,1)
(19766,57,81,5,3)
(19767,68,52,5,5)
(19768,77,82,5,5)
(19769,12,54,4,3)
(19770,70,84,4,8)
(19771,19,74,6,3)
(19772,3,76,1,6)
(19773,26,87,7,7)
(19774,33,91,7,3)
(19775,42,26,7,5)
(19776,75,69,7,9)
(19777,90,54,5,7)
(19778,38,98,8,1)
(19779,37,85,8,5)
(19780,60,53,3,6)
(19781,39,47,8,3)
(19782,37,22,4,10)
(19783,14,57,5,10)
(19784,93,87,1,2)
(19785,7,87,1,7)
(19786,50,26,5,4)
(19787,10,21,3,10)
(19788,74,3,4,5)
(19789,17,24,6,9)
(19790,46,57,4,6)
(19791,14,61,2,10)
(19792,14,56,7,6)
(19793,42,26,2,7)
(19794,53,100,5,4)
(19795,20,69,2,1)
(19796,39,89,6,6)
(19797,13,90,7,1)
(19798,13,74,7,8)
(19799,35,67,5,2)
(19800,22,86,4,9)
(19801,11,1,8,5)
(19802,67,33,8,5)
(19803,68,92,6,5)
(19804,47,86,5,3)
(19805,42,3,5,7)
(19806,43,36,7,9)
(19807,2,13,1,1)
(19808,99,95,7,10)
(19809,62,78,3,9)
(19810,77,99,5,6)
(19811,90,29,2,5)
(19812,82,10,5,4)
(19813,13,80,3,9)
(19814,15,25,2,9)
(19815,4,60,5,2)
(19816,54,29,5,7)
(19817,73,16,8,5)
(19818,14,94,8,4)
(19819,89,75,8,5)
(19820,52,35,4,8)
(19821,81,36,3,2)
(19822,27,55,1,8)
(19823,14,52,1,9)
(19824,47,10,7,7)
(19825,93,27,3,8)
(19826,20,26,3,6)
(19827,67,16,1,6)
(19828,17,4,6,5)
(19829,6,3,7,4)
(19830,58,3,1,7)
(19831,22,98,1,4)
(19832,74,55,2,10)
(19833,83,89,2,6)
(19834,14,49,5,4)
(19835,32,56,6,5)
(19836,26,15,3,6)
(19837,19,38,2,3)
(19838,42,64,5,3)
(19839,27,20,5,1)
(19840,41,19,1,4)
(19841,8,38,6,1)
(19842,53,69,4,2)
(19843,24,69,5,10)
(19844,84,80,1,10)
(19845,84,14,4,3)
(19846,44,60,1,4)
(19847,46,87,8,1)
(19848,5,2,8,9)
(19849,6,1,1,2)
(19850,70,71,3,7)
(19851,39,43,4,7)
(19852,89,93,8,4)
(19853,74,36,4,8)
(19854,96,85,1,5)
(19855,71,91,7,9)
(19856,93,37,6,2)
(19857,38,57,2,1)
(19858,95,0,6,8)
(19859,9,79,1,9)
(19860,37,13,5,4)
(19861,49,99,4,7)
(19862,50,48,4,8)
(19863,38,45,8,10)
(19864,82,18,6,5)
(19865,41,86,3,10)
(19866,52,27,4,5)
(19867,5,90,5,10)
(19868,2,60,7,9)
(19869,58,46,3,2)
(19870,60,80,2,1)
(19871,25,90,4,5)
(19872,7,90,1,10)
(19873,76,18,4,7)
(19874,45,51,8,4)
(19875,41,12,8,8)
(19876,72,45,4,2)
(19877,58,89,1,6)
(19878,35,30,4,2)
(19879,87,42,2,5)
(19880,32,23,6,4)
(19881,41,92,3,7)
(19882,42,55,2,6)
(19883,34,63,8,4)
(19884,74,18,4,1)
(19885,74,71,1,9)
(19886,0,96,7,6)
(19887,38,65,6,5)
(19888,55,88,1,7)
(19889,79,43,5,9)
(19890,65,85,5,10)
(19891,13,61,8,6)
(19892,46,37,3,7)
(19893,7,66,2,5)
(19894,62,26,4,3)
(19895,57,40,8,3)
(19896,94,11,8,9)
(19897,20,55,7,4)
(19898,6,28,6,9)
(19899,56,18,5,1)
(19900,21,92,3,1)
(19901,57,12,2,8)
(19902,4,61,4,1)
(19903,0,86,6,8)
(19904,63,46,4,3)
(19905,67,92,4,4)
(19906,19,50,7,10)
(19907,34,65,7,3)
(19908,56,61,3,9)
(19909,39,16,6,2)
(19910,78,82,3,10)
(19911,33,9,4,4)
(19912,21,36,5,7)
(19913,27,80,3,3)
(19914,29,86,6,1)
(19915,50,63,4,4)
(19916,90,32,5,6)
(19917,15,38,1,9)
(19918,8,69,7,2)
(19919,40,26,4,4)
(19920,72,59,6,5)
(19921,52,83,4,8)
(19922,2,76,4,8)
(19923,26,25,6,8)
(19924,43,50,3,9)
(19925,54,64,8,3)
(19926,100,85,4,2)
(19927,77,17,6,9)
(19928,42,16,8,4)
(19929,65,45,6,3)
(19930,87,83,5,9)
(19931,75,19,2,1)
(19932,35,42,8,8)
(19933,73,98,5,5)
(19934,82,64,6,8)
(19935,47,23,4,5)
(19936,6,71,7,9)
(19937,82,78,5,8)
(19938,27,37,1,7)
(19939,56,84,7,10)
(19940,93,27,3,10)
(19941,24,99,1,3)
(19942,28,79,6,4)
(19943,68,2,5,5)
(19944,39,79,8,6)
(19945,56,49,8,8)
(19946,52,36,7,4)
(19947,87,1,8,9)
(19948,28,12,2,2)
(19949,77,11,3,6)
(19950,56,87,7,4)
(19951,55,9,5,10)
(19952,88,75,3,4)
(19953,90,70,8,7)
(19954,73,8,1,2)
(19955,9,82,1,6)
(19956,94,79,7,8)
(19957,90,45,4,9)
(19958,98,19,2,6)
(19959,28,64,4,8)
(19960,38,93,8,4)
(19961,28,83,2,5)
(19962,92,18,4,2)
(19963,100,27,7,5)
(19964,5,25,8,9)
(19965,36,0,3,9)
(19966,19,73,5,10)
(19967,36,29,4,6)
(19968,88,53,2,7)
(19969,35,37,6,10)
(19970,55,6,8,2)
(19971,34,97,6,8)
(19972,21,39,4,8)
(19973,39,4,3,8)
(19974,77,41,5,3)
(19975,36,34,5,2)
(19976,53,55,8,2)
(19977,58,19,5,6)
(19978,26,39,3,8)
(19979,35,9,6,4)
(19980,48,30,7,7)
(19981,1,70,8,3)
(19982,77,84,2,10)
(19983,84,43,1,10)
(19984,98,72,5,10)
(19985,92,2,1,5)
(19986,41,64,6,1)
(19987,73,6,5,10)
(19988,37,10,3,10)
(19989,46,17,1,4)
(19990,0,72,8,10)
(19991,14,34,4,4)
(19992,6,42,5,2)
(19993,44,66,7,5)
(19994,29,22,8,8)
(19995,95,58,6,4)
(19996,69,28,4,2)
(19997,46,16,5,9)
(19998,88,70,6,1)
(19999,4,14,6,1)
(20000,56,79,7,4)
(20001,44,19,4,5)
(20002,7,78,3,7)
(20003,36,97,1,9)
(20004,91,33,7,10)
(20005,49,20,7,4)
(20006,57,44,2,9)
(20007,58,49,6,5)
(20008,94,76,5,10)
(20009,95,98,8,5)
(20010,75,84,5,8)
(20011,46,67,6,7)
(20012,0,31,2,4)
(20013,51,54,5,1)
(20014,98,55,1,4)
(20015,70,3,6,2)
(20016,79,82,7,4)
(20017,79,76,6,8)
(20018,60,8,5,9)
(20019,75,42,2,4)
(20020,73,82,7,6)
(20021,1,75,2,1)
(20022,96,32,8,4)
(20023,35,22,7,1)
(20024,3,95,6,1)
(20025,70,93,4,1)
(20026,67,62,2,7)
(20027,4,76,2,10)
(20028,23,5,3,6)
(20029,46,65,1,10)
(20030,63,10,6,6)
(20031,99,100,1,2)
(20032,60,30,2,4)
(20033,22,14,4,6)
(20034,77,59,8,9)
(20035,34,44,6,9)
(20036,49,57,7,2)
(20037,88,72,5,9)
(20038,82,40,1,2)
(20039,5,24,5,9)
(20040,54,95,8,10)
(20041,8,51,1,9)
(20042,9,25,7,2)
(20043,70,88,4,4)
(20044,44,83,3,3)
(20045,54,47,3,3)
(20046,53,26,1,7)
(20047,50,94,2,7)
(20048,54,49,4,5)
(20049,100,75,5,5)
(20050,67,77,8,1)
(20051,64,53,4,3)
(20052,35,32,4,2)
(20053,80,84,4,4)
(20054,77,2,8,3)
(20055,62,11,1,6)
(20056,26,7,8,4)
(20057,83,56,6,6)
(20058,33,19,7,7)
(20059,72,70,2,1)
(20060,69,74,1,3)
(20061,24,49,7,10)
(20062,51,35,2,10)
(20063,13,89,3,2)
(20064,97,36,5,2)
(20065,93,31,8,2)
(20066,50,9,4,2)
(20067,79,57,7,1)
(20068,31,19,3,9)
(20069,68,74,2,5)
(20070,75,13,2,1)
(20071,69,56,5,5)
(20072,93,57,5,3)
(20073,89,68,4,2)
(20074,77,62,2,2)
(20075,19,85,8,5)
(20076,4,62,6,8)
(20077,1,24,3,2)
(20078,37,86,3,2)
(20079,8,23,6,7)
(20080,81,44,8,2)
(20081,78,25,6,5)
(20082,53,98,5,2)
(20083,83,43,2,10)
(20084,4,23,7,5)
(20085,47,13,5,7)
(20086,66,45,5,9)
(20087,69,92,1,2)
(20088,1,90,4,10)
(20089,81,55,3,9)
(20090,19,7,1,4)
(20091,16,58,5,6)
(20092,82,44,5,3)
(20093,24,75,5,5)
(20094,19,34,1,3)
(20095,92,35,8,9)
(20096,24,85,2,5)
(20097,40,4,5,10)
(20098,11,41,2,9)
(20099,66,46,5,2)
(20100,56,75,2,5)
(20101,15,53,7,10)
(20102,53,64,5,2)
(20103,99,23,2,2)
(20104,75,41,1,3)
(20105,45,63,4,1)
(20106,3,98,6,9)
(20107,43,65,2,4)
(20108,5,90,2,8)
(20109,8,80,4,9)
(20110,44,76,5,8)
(20111,65,73,6,5)
(20112,13,90,2,2)
(20113,52,57,8,4)
(20114,54,30,7,7)
(20115,62,5,4,3)
(20116,61,6,4,8)
(20117,52,41,2,9)
(20118,83,32,3,1)
(20119,4,35,1,5)
(20120,24,71,4,10)
(20121,28,22,1,1)
(20122,53,88,4,6)
(20123,93,73,5,9)
(20124,45,33,6,6)
(20125,74,49,5,2)
(20126,81,30,3,6)
(20127,31,55,6,1)
(20128,25,78,4,5)
(20129,67,95,3,5)
(20130,49,46,6,10)
(20131,18,79,5,3)
(20132,79,48,8,8)
(20133,64,51,2,7)
(20134,47,10,7,2)
(20135,31,98,7,9)
(20136,42,96,4,9)
(20137,57,77,1,10)
(20138,89,92,4,8)
(20139,36,73,5,2)
(20140,88,60,1,1)
(20141,78,7,7,6)
(20142,84,23,6,8)
(20143,87,0,4,2)
(20144,62,11,5,5)
(20145,88,95,5,5)
(20146,86,36,4,8)
(20147,75,83,3,4)
(20148,9,35,1,5)
(20149,8,74,7,7)
(20150,63,11,4,6)
(20151,78,75,3,6)
(20152,86,79,1,9)
(20153,74,14,7,7)
(20154,16,97,7,2)
(20155,45,83,2,8)
(20156,84,31,1,10)
(20157,4,17,1,9)
(20158,95,55,1,5)
(20159,96,93,6,7)
(20160,37,69,2,2)
(20161,83,35,1,9)
(20162,31,82,1,4)
(20163,64,75,8,3)
(20164,72,36,4,8)
(20165,19,89,8,8)
(20166,43,58,1,8)
(20167,16,64,4,7)
(20168,32,38,6,3)
(20169,73,32,4,10)
(20170,81,68,1,1)
(20171,8,58,2,7)
(20172,64,23,5,8)
(20173,99,77,7,4)
(20174,96,0,5,7)
(20175,52,59,6,8)
(20176,56,38,5,8)
(20177,51,99,5,7)
(20178,10,79,1,10)
(20179,2,74,2,9)
(20180,63,25,3,2)
(20181,1,13,7,7)
(20182,13,22,7,7)
(20183,47,10,5,1)
(20184,49,16,3,6)
(20185,14,57,1,5)
(20186,1,43,2,1)
(20187,83,4,5,1)
(20188,29,22,5,4)
(20189,35,55,5,1)
(20190,43,12,6,9)
(20191,90,100,7,8)
(20192,15,82,4,9)
(20193,5,19,5,8)
(20194,63,97,7,8)
(20195,1,13,8,8)
(20196,1,62,7,9)
(20197,83,85,3,7)
(20198,64,97,8,4)
(20199,97,7,1,8)
(20200,56,26,2,2)
(20201,45,61,2,4)
(20202,58,10,1,5)
(20203,23,75,2,10)
(20204,36,14,7,8)
(20205,100,12,6,3)
(20206,8,59,1,5)
(20207,33,38,4,10)
(20208,64,22,2,3)
(20209,84,48,6,2)
(20210,58,0,8,6)
(20211,75,87,4,1)
(20212,68,0,3,2)
(20213,79,38,6,10)
(20214,97,43,2,5)
(20215,81,6,3,7)
(20216,28,99,7,8)
(20217,47,33,7,6)
(20218,100,84,8,4)
(20219,37,24,6,7)
(20220,91,78,5,8)
(20221,82,32,8,5)
(20222,75,80,6,10)
(20223,86,23,3,2)
(20224,22,49,1,4)
(20225,49,9,3,7)
(20226,60,58,3,7)
(20227,48,71,7,8)
(20228,14,37,7,7)
(20229,35,96,6,1)
(20230,41,80,4,5)
(20231,69,27,3,9)
(20232,42,64,5,1)
(20233,39,98,1,10)
(20234,21,26,7,5)
(20235,63,61,7,5)
(20236,64,14,4,3)
(20237,76,45,1,7)
(20238,91,2,7,2)
(20239,29,82,8,7)
(20240,45,8,5,6)
(20241,72,32,2,9)
(20242,58,77,2,2)
(20243,37,1,1,6)
(20244,82,70,7,4)
(20245,15,73,8,3)
(20246,75,84,3,4)
(20247,65,48,5,8)
(20248,22,69,6,1)
(20249,1,8,3,3)
(20250,85,79,5,8)
(20251,46,43,5,5)
(20252,13,88,5,2)
(20253,60,24,3,2)
(20254,74,98,8,3)
(20255,11,80,1,2)
(20256,48,75,1,6)
(20257,83,77,4,4)
(20258,55,53,3,10)
(20259,63,44,8,1)
(20260,31,11,7,4)
(20261,2,1,7,5)
(20262,65,64,7,2)
(20263,9,28,3,9)
(20264,69,66,4,8)
(20265,42,80,8,5)
(20266,99,40,6,6)
(20267,84,58,3,3)
(20268,70,38,5,5)
(20269,6,97,6,5)
(20270,26,61,6,7)
(20271,55,87,5,1)
(20272,53,98,5,2)
(20273,77,26,6,8)
(20274,32,21,3,2)
(20275,80,71,6,3)
(20276,76,0,6,2)
(20277,97,32,3,1)
(20278,59,64,5,10)
(20279,51,83,8,1)
(20280,80,45,4,8)
(20281,71,55,7,10)
(20282,42,66,8,3)
(20283,2,11,3,1)
(20284,11,88,8,6)
(20285,20,44,5,2)
(20286,7,21,2,5)
(20287,4,96,3,3)
(20288,40,24,4,1)
(20289,45,36,7,6)
(20290,1,95,7,7)
(20291,73,9,8,10)
(20292,98,6,2,9)
(20293,16,88,4,4)
(20294,76,20,1,7)
(20295,15,8,7,9)
(20296,99,34,5,4)
(20297,70,44,3,9)
(20298,4,2,3,10)
(20299,12,55,4,3)
(20300,27,84,6,9)
(20301,38,53,1,5)
(20302,73,14,7,5)
(20303,89,87,3,3)
(20304,21,8,3,3)
(20305,18,58,6,8)
(20306,60,1,5,2)
(20307,22,25,3,10)
(20308,76,38,3,2)
(20309,92,25,5,1)
(20310,40,84,6,9)
(20311,36,61,8,7)
(20312,36,43,5,7)
(20313,0,75,2,4)
(20314,42,99,3,8)
(20315,12,79,1,1)
(20316,4,88,7,10)
(20317,46,4,3,1)
(20318,89,30,4,8)
(20319,44,55,7,4)
(20320,1,5,8,3)
(20321,15,81,7,3)
(20322,79,80,2,7)
(20323,59,65,1,5)
(20324,18,47,5,7)
(20325,51,94,7,5)
(20326,90,58,2,8)
(20327,13,7,5,2)
(20328,79,39,1,7)
(20329,19,39,2,3)
(20330,19,5,4,9)
(20331,36,61,8,10)
(20332,8,64,6,6)
(20333,23,45,4,2)
(20334,2,87,4,9)
(20335,60,98,1,5)
(20336,36,52,7,5)
(20337,91,14,7,6)
(20338,19,74,3,8)
(20339,1,25,3,6)
(20340,90,60,1,8)
(20341,71,100,7,7)
(20342,86,2,5,5)
(20343,100,50,7,1)
(20344,68,82,3,7)
(20345,96,77,2,8)
(20346,16,53,3,10)
(20347,79,43,6,3)
(20348,2,61,2,10)
(20349,26,70,7,10)
(20350,39,99,7,1)
(20351,48,74,2,1)
(20352,56,97,7,9)
(20353,39,6,1,5)
(20354,25,66,7,1)
(20355,8,32,3,6)
(20356,59,16,3,6)
(20357,52,94,5,3)
(20358,92,86,1,10)
(20359,59,1,5,4)
(20360,65,94,4,4)
(20361,66,30,3,10)
(20362,96,31,8,7)
(20363,29,65,1,10)
(20364,47,63,8,3)
(20365,56,100,5,3)
(20366,85,19,7,8)
(20367,7,24,4,1)
(20368,56,53,2,1)
(20369,44,91,4,3)
(20370,51,85,5,9)
(20371,31,57,6,2)
(20372,95,27,6,8)
(20373,83,29,5,5)
(20374,14,55,5,5)
(20375,46,68,4,3)
(20376,20,54,1,2)
(20377,44,0,7,5)
(20378,51,75,5,8)
(20379,32,71,8,1)
(20380,98,90,3,7)
(20381,85,65,1,9)
(20382,86,30,6,5)
(20383,98,41,6,4)
(20384,95,52,1,6)
(20385,18,100,7,4)
(20386,42,16,7,10)
(20387,91,50,6,3)
(20388,70,22,7,7)
(20389,68,30,7,5)
(20390,17,50,8,9)
(20391,15,44,4,3)
(20392,23,57,5,3)
(20393,22,19,4,7)
(20394,35,25,7,9)
(20395,41,19,7,6)
(20396,7,70,2,3)
(20397,0,29,4,4)
(20398,79,99,5,5)
(20399,42,60,8,8)
(20400,17,10,1,6)
(20401,29,7,3,1)
(20402,32,79,2,9)
(20403,98,61,1,3)
(20404,31,26,6,1)
(20405,55,84,7,3)
(20406,83,55,6,9)
(20407,15,18,7,1)
(20408,95,62,1,1)
(20409,69,5,7,8)
(20410,84,8,5,1)
(20411,36,56,5,10)
(20412,48,64,5,4)
(20413,47,44,2,7)
(20414,65,96,3,2)
(20415,13,8,6,3)
(20416,37,81,8,2)
(20417,52,84,3,3)
(20418,93,11,4,5)
(20419,67,27,3,7)
(20420,57,84,2,2)
(20421,53,5,7,7)
(20422,92,44,8,3)
(20423,20,35,7,1)
(20424,100,75,8,1)
(20425,80,21,6,4)
(20426,70,35,5,4)
(20427,28,4,6,1)
(20428,54,76,6,9)
(20429,82,15,2,6)
(20430,25,48,2,3)
(20431,49,75,1,9)
(20432,16,98,4,9)
(20433,85,4,3,4)
(20434,40,8,8,5)
(20435,79,90,8,2)
(20436,65,2,5,5)
(20437,84,93,1,5)
(20438,6,90,2,7)
(20439,31,65,6,7)
(20440,28,33,5,1)
(20441,37,94,8,9)
(20442,2,56,1,10)
(20443,45,63,1,4)
(20444,65,52,7,6)
(20445,10,6,5,5)
(20446,96,9,3,10)
(20447,74,6,5,4)
(20448,5,81,8,1)
(20449,40,12,8,9)
(20450,34,29,7,9)
(20451,92,1,2,7)
(20452,19,42,8,8)
(20453,14,95,1,6)
(20454,71,49,1,9)
(20455,55,75,3,2)
(20456,21,58,4,2)
(20457,36,21,1,6)
(20458,17,58,7,1)
(20459,59,69,7,4)
(20460,77,69,8,4)
(20461,64,86,3,6)
(20462,34,2,3,9)
(20463,43,22,6,1)
(20464,47,17,2,10)
(20465,5,60,3,5)
(20466,17,33,2,5)
(20467,1,28,7,10)
(20468,63,61,3,6)
(20469,12,70,1,7)
(20470,38,37,2,7)
(20471,25,83,4,7)
(20472,100,69,2,10)
(20473,28,6,3,2)
(20474,39,90,6,7)
(20475,84,6,3,10)
(20476,33,88,7,8)
(20477,23,31,2,3)
(20478,68,92,8,7)
(20479,40,54,5,5)
(20480,22,18,5,7)
(20481,24,69,7,7)
(20482,24,48,2,2)
(20483,21,89,7,5)
(20484,42,25,3,8)
(20485,56,22,4,6)
(20486,80,0,5,7)
(20487,54,81,8,2)
(20488,66,1,3,10)
(20489,36,54,7,3)
(20490,1,56,3,4)
(20491,44,20,8,6)
(20492,45,75,8,4)
(20493,97,8,7,7)
(20494,8,7,3,1)
(20495,88,53,5,10)
(20496,20,62,4,2)
(20497,15,28,4,4)
(20498,85,17,5,3)
(20499,38,81,1,5)
(20500,55,97,7,4)
(20501,71,7,6,1)
(20502,14,89,7,10)
(20503,41,76,6,9)
(20504,3,97,6,9)
(20505,92,68,5,7)
(20506,85,4,6,5)
(20507,85,83,3,3)
(20508,80,21,5,6)
(20509,96,83,5,3)
(20510,71,0,8,7)
(20511,76,32,1,9)
(20512,95,91,8,8)
(20513,58,63,7,10)
(20514,67,30,3,5)
(20515,79,2,3,1)
(20516,23,80,7,4)
(20517,29,36,8,10)
(20518,36,38,6,9)
(20519,36,84,2,4)
(20520,74,19,4,3)
(20521,82,43,6,3)
(20522,39,37,1,4)
(20523,39,90,8,4)
(20524,35,16,5,9)
(20525,18,7,6,9)
(20526,11,7,2,3)
(20527,92,55,4,9)
(20528,74,94,5,6)
(20529,36,35,7,8)
(20530,72,1,8,6)
(20531,91,0,7,1)
(20532,16,17,8,2)
