#(id,from,to,speed,planTime)
(19644,39,48,8,9)
(19645,35,75,6,2)
(19646,25,37,7,10)
(19647,94,33,7,8)
(19648,60,52,4,5)
(19649,10,28,6,8)
(19650,92,27,2,9)
(19651,41,55,3,5)
(19652,2,93,4,10)
(19653,19,43,3,5)
(19654,79,45,1,2)
(19655,29,71,4,1)
(19656,75,85,8,8)
(19657,64,37,8,8)
(19658,15,18,3,7)
(19659,72,53,5,3)
(19660,98,15,8,10)
(19661,9,45,4,3)
(19662,41,24,1,4)
(19663,94,74,4,8)
(19664,10,75,1,4)
(19665,64,93,2,2)
(19666,62,81,2,3)
(19667,33,17,2,10)
(19668,83,22,4,8)
(19669,18,60,6,1)
(19670,83,94,4,8)
(19671,19,85,8,8)
(19672,12,3,3,4)
(19673,47,36,4,2)
(19674,68,36,4,5)
(19675,53,7,7,10)
(19676,80,27,5,6)
(19677,38,8,8,6)
(19678,1,35,3,9)
(19679,19,98,2,10)
(19680,52,6,6,6)
(19681,93,60,8,8)
(19682,95,54,7,9)
(19683,12,40,7,4)
(19684,18,11,7,9)
(19685,19,44,7,6)
(19686,78,25,1,2)
(19687,74,43,6,10)
(19688,48,38,4,3)
(19689,97,32,3,9)
(19690,38,10,1,2)
(19691,49,27,3,2)
(19692,89,30,3,3)
(19693,26,51,7,10)
(19694,27,23,8,3)
(19695,65,33,1,7)
(19696,70,52,2,2)
(19697,83,51,4,2)
(19698,12,53,8,1)
(19699,31,64,8,8)
(19700,93,3,2,8)
(19701,5,59,7,3)
(19702,81,75,2,2)
(19703,59,58,2,8)
(19704,61,97,3,4)
(19705,9,68,5,4)
(19706,40,86,7,4)
(19707,15,95,8,9)
(19708,65,73,5,1)
(19709,55,83,5,3)
(19710,28,22,1,7)
(19711,1,8,2,8)
(19712,3,12,2,8)
(19713,86,22,3,9)
(19714,65,11,3,7)
(19715,58,6,2,3)
(19716,78,25,1,2)
(19717,7,24,3,1)
(19718,97,67,6,3)
(19719,26,72,4,9)
(19720,84,56,5,8)
(19721,29,58,2,3)
(19722,69,79,2,6)
(19723,84,98,2,1)
(19724,74,12,5,6)
(19725,87,18,8,9)
(19726,84,41,1,3)
(19727,65,31,8,8)
(19728,38,37,6,10)
(19729,95,14,7,3)
(19730,92,39,8,4)
(19731,88,94,2,1)
(19732,57,38,7,4)
(19733,55,12,6,10)
(19734,4,62,4,2)
(19735,44,89,5,7)
(19736,78,38,4,1)
(19737,51,13,7,8)
(19738,51,33,3,4)
(19739,78,66,2,2)
(19740,3,45,5,10)
(19741,8,10,7,10)
(19742,23,51,3,9)
(19743,91,97,8,1)
(19744,35,53,1,1)
(19745,18,80,4,3)
(19746,12,56,5,10)
(19747,21,61,7,4)
(19748,57,54,4,5)
(19749,63,36,1,5)
(19750,86,5,1,3)
(19751,1,6,3,6)
(19752,58,39,3,4)
(19753,18,58,2,5)
(19754,14,4,6,2)
(19755,17,96,5,3)
(19756,1,47,3,7)
(19757,83,63,4,9)
(19758,19,54,7,8)
(19759,59,44,8,8)
(19760,34,33,3,5)
(19761,90,89,3,2)
(19762,44,6,8,1)
(19763,1,53,5,3)
(19764,51,21,5,5)
(19765,35,65,5,5)
(19766,70,52,4,3)
(19767,47,80,4,8)
(19768,12,42,6,3)
(19769,82,66,1,6)
(19770,71,96,7,7)
(19771,100,21,7,3)
(19772,41,89,7,5)
(19773,6,39,7,9)
(19774,43,1,5,7)
(19775,81,54,8,1)
(19776,47,55,8,5)
(19777,20,53,3,6)
(19778,48,92,8,3)
(19779,12,88,4,10)
(19780,28,84,5,10)
(19781,75,8,1,2)
(19782,61,18,1,7)
(19783,23,29,5,4)
(19784,83,81,3,10)
(19785,33,55,4,5)
(19786,99,9,6,9)
(19787,96,80,4,6)
(19788,64,47,2,10)
(19789,7,23,7,6)
(19790,40,14,2,7)
(19791,43,42,5,4)
(19792,22,33,2,1)
(19793,40,75,6,6)
(19794,84,16,7,1)
(19795,48,68,7,8)
(19796,15,70,5,2)
(19797,92,9,4,9)
(19798,22,45,8,5)
(19799,38,79,8,5)
(19800,63,75,6,5)
(19801,2,43,6,5)
(19802,46,67,1,7)
(19803,77,79,6,9)
(19804,30,51,2,7)
(19805,41,20,5,1)
(19806,65,79,3,5)
(19807,23,86,5,9)
(19808,50,15,8,8)
(19809,9,34,2,3)
(19810,53,89,5,9)
(19811,67,49,4,6)
(19812,52,62,8,7)
(19813,34,47,6,9)
(19814,25,55,3,6)
(19815,40,4,1,6)
(19816,18,45,3,4)
(19817,79,68,7,2)
(19818,56,2,6,1)
(19819,3,88,2,1)
(19820,49,9,2,7)
(19821,56,77,8,3)
(19822,31,78,2,1)
(19823,34,26,7,3)
(19824,70,6,8,1)
(19825,74,65,1,2)
(19826,18,44,8,5)
(19827,31,27,8,5)
(19828,36,74,3,5)
(19829,50,100,1,4)
(19830,77,56,6,2)
(19831,81,64,7,3)
(19832,22,45,3,4)
(19833,9,36,3,7)
(19834,31,33,6,8)
(19835,60,23,3,5)
(19836,96,61,1,1)
(19837,60,14,1,7)
(19838,70,31,6,8)
(19839,46,62,3,6)
(19840,59,10,7,3)
(19841,45,40,7,5)
(19842,72,43,7,8)
(19843,17,84,8,1)
(19844,45,21,8,10)
(19845,87,89,4,2)
(19846,71,42,8,9)
(19847,3,17,5,3)
(19848,26,47,2,10)
(19849,86,24,6,8)
(19850,18,88,2,4)
(19851,71,25,7,9)
(19852,97,9,3,1)
(19853,49,62,3,10)
(19854,3,51,2,4)
(19855,67,68,8,10)
(19856,15,49,8,5)
(19857,25,64,2,3)
(19858,51,57,6,8)
(19859,33,28,5,10)
(19860,88,10,4,4)
(19861,24,5,2,6)
(19862,55,40,5,5)
(19863,59,5,5,6)
(19864,5,80,5,5)
(19865,96,89,6,3)
(19866,45,2,5,9)
(19867,29,11,1,10)
(19868,20,25,7,4)
(19869,29,10,8,3)
(19870,1,7,3,6)
(19871,63,24,4,2)
(19872,3,8,6,8)
(19873,96,22,5,6)
(19874,23,66,4,3)
(19875,76,82,4,2)
(19876,58,75,7,2)
(19877,36,14,8,10)
(19878,73,77,7,5)
(19879,100,26,3,4)
(19880,85,54,8,4)
(19881,75,51,6,4)
(19882,69,49,4,5)
(19883,82,76,8,3)
(19884,2,85,2,6)
(19885,98,47,6,5)
(19886,23,19,3,7)
(19887,96,10,8,1)
(19888,63,36,6,4)
(19889,87,91,7,5)
(19890,95,50,6,9)
(19891,93,8,1,5)
(19892,33,64,3,6)
(19893,89,48,3,3)
(19894,4,27,1,7)
(19895,59,38,7,10)
(19896,1,21,8,3)
(19897,11,39,1,6)
(19898,88,94,4,8)
(19899,1,52,5,8)
(19900,68,86,4,3)
(19901,33,16,8,6)
(19902,94,72,5,2)
(19903,10,83,6,9)
(19904,3,31,1,1)
(19905,69,79,4,9)
(19906,72,46,1,8)
(19907,50,47,5,9)
(19908,84,72,4,4)
(19909,87,89,8,5)
(19910,13,59,2,4)
(19911,41,82,4,5)
(19912,64,88,4,8)
(19913,66,77,1,10)
(19914,74,79,3,3)
(19915,77,22,1,1)
(19916,93,14,7,8)
(19917,55,35,3,4)
(19918,93,98,1,2)
(19919,31,78,3,8)
(19920,65,88,2,10)
(19921,64,69,5,1)
(19922,99,83,4,2)
(19923,4,2,8,10)
(19924,68,19,6,10)
(19925,53,44,5,2)
(19926,93,83,3,2)
(19927,60,9,1,1)
(19928,48,51,3,8)
(19929,71,28,2,2)
(19930,63,15,6,9)
(19931,16,88,7,6)
(19932,6,95,3,8)
(19933,38,99,2,7)
(19934,33,88,1,7)
(19935,49,77,4,1)
(19936,79,30,2,9)
(19937,10,23,4,2)
(19938,23,89,6,1)
(19939,54,78,1,7)
(19940,85,77,4,10)
(19941,36,72,7,8)
(19942,28,12,4,3)
(19943,84,19,2,7)
(19944,29,88,2,5)
(19945,62,46,8,5)
(19946,86,55,8,5)
(19947,84,11,1,2)
(19948,40,81,7,6)
(19949,4,75,7,9)
(19950,87,72,2,9)
(19951,42,77,2,7)
(19952,16,61,1,9)
(19953,58,23,4,10)
(19954,29,4,1,5)
(19955,66,26,5,5)
(19956,58,40,2,1)
(19957,14,32,8,4)
(19958,55,34,4,4)
(19959,62,12,1,5)
(19960,25,75,6,3)
(19961,49,64,5,7)
(19962,19,63,5,3)
(19963,40,77,2,3)
(19964,16,76,6,1)
(19965,7,54,1,3)
(19966,40,58,5,6)
(19967,22,72,6,8)
(19968,98,82,2,7)
(19969,98,56,8,4)
(19970,18,67,2,2)
(19971,43,97,7,7)
(19972,72,17,2,4)
(19973,22,28,1,10)
(19974,86,97,7,4)
(19975,68,43,1,4)
(19976,24,82,5,2)
(19977,37,87,7,1)
(19978,53,44,8,4)
(19979,40,22,3,10)
(19980,90,53,3,8)
(19981,80,29,5,4)
(19982,25,89,4,5)
(19983,31,78,2,10)
(19984,60,21,4,9)
(19985,60,71,4,4)
(19986,14,17,6,1)
(19987,90,72,7,4)
(19988,24,4,8,10)
(19989,32,65,1,2)
(19990,5,99,7,2)
(19991,28,12,7,2)
(19992,84,22,7,7)
(19993,92,40,2,7)
(19994,9,69,6,1)
(19995,41,26,4,7)
(19996,81,18,1,1)
(19997,34,95,6,3)
(19998,45,76,8,4)
(19999,87,67,7,1)
(20000,89,49,8,7)
(20001,40,23,8,9)
(20002,44,51,8,10)
(20003,29,26,5,1)
(20004,95,74,8,5)
(20005,20,49,8,7)
(20006,25,92,3,5)
(20007,58,97,2,5)
(20008,97,2,1,10)
(20009,24,70,7,8)
(20010,21,37,5,4)
(20011,14,57,4,9)
(20012,82,34,1,9)
(20013,34,7,2,4)
(20014,98,50,8,9)
(20015,99,53,7,5)
(20016,54,86,6,5)
(20017,56,23,4,10)
(20018,11,6,1,6)
(20019,14,36,7,4)
(20020,21,75,7,5)
(20021,81,10,3,2)
(20022,11,32,5,10)
(20023,37,94,2,8)
(20024,80,42,7,3)
(20025,16,23,3,4)
(20026,80,89,5,3)
(20027,76,38,5,9)
(20028,12,85,1,3)
(20029,94,14,8,5)
(20030,46,64,6,7)
(20031,9,76,8,5)
(20032,69,98,1,6)
(20033,72,39,3,3)
(20034,79,65,7,5)
(20035,2,33,6,3)
(20036,69,5,6,10)
(20037,70,84,3,9)
(20038,99,37,7,10)
(20039,12,75,1,7)
(20040,24,65,3,7)
(20041,79,49,7,3)
(20042,95,99,3,6)
(20043,1,61,5,5)
(20044,70,60,1,7)
(20045,28,93,5,3)
(20046,45,62,3,8)
(20047,60,8,3,4)
(20048,24,40,6,7)
(20049,40,90,6,6)
(20050,40,44,5,2)
(20051,4,58,2,9)
(20052,17,27,4,2)
(20053,72,85,4,10)
(20054,98,88,5,8)
(20055,47,31,3,1)
(20056,22,40,5,4)
(20057,29,72,4,6)
(20058,15,57,6,2)
(20059,66,13,2,5)
(20060,39,77,2,7)
(20061,13,37,2,9)
(20062,76,66,6,10)
(20063,48,60,5,4)
(20064,99,68,7,3)
(20065,91,78,1,9)
(20066,86,62,3,4)
(20067,74,21,5,2)
(20068,49,9,1,8)
(20069,97,7,4,4)
(20070,24,43,8,5)
(20071,54,89,1,4)
(20072,8,77,2,5)
(20073,6,85,8,4)
(20074,47,27,4,2)
(20075,99,26,7,6)
(20076,86,14,2,9)
(20077,72,84,3,5)
(20078,78,1,8,8)
(20079,41,62,4,8)
(20080,90,22,7,9)
(20081,59,2,1,6)
(20082,81,80,7,8)
(20083,5,64,2,8)
(20084,29,88,8,5)
(20085,72,31,1,6)
(20086,31,16,8,2)
(20087,77,71,2,3)
(20088,93,72,3,10)
(20089,25,98,1,9)
(20090,77,86,1,6)
(20091,1,65,1,4)
(20092,52,48,3,10)
(20093,78,26,4,6)
(20094,41,7,5,3)
(20095,78,58,6,6)
(20096,29,97,1,4)
(20097,94,34,6,10)
(20098,19,97,8,4)
(20099,61,27,4,10)
(20100,26,32,3,9)
(20101,9,14,5,5)
(20102,20,97,5,1)
(20103,54,6,2,10)
(20104,2,45,4,9)
(20105,78,100,1,9)
(20106,48,23,8,10)
(20107,49,71,7,1)
(20108,54,9,6,9)
(20109,22,43,6,4)
(20110,92,34,5,2)
(20111,39,64,1,3)
(20112,60,73,6,10)
(20113,72,60,7,8)
(20114,82,9,7,8)
(20115,31,48,1,7)
(20116,9,85,2,8)
(20117,80,12,3,3)
(20118,45,65,8,9)
(20119,80,1,7,10)
(20120,73,71,8,8)
(20121,30,65,8,6)
(20122,73,43,8,2)
(20123,43,50,3,10)
(20124,86,37,1,10)
(20125,48,55,5,7)
(20126,71,58,6,10)
(20127,58,59,3,8)
(20128,29,68,2,8)
(20129,32,96,5,9)
(20130,38,62,4,2)
(20131,63,3,5,2)
(20132,39,14,3,5)
(20133,20,4,6,3)
(20134,61,14,6,1)
(20135,72,30,8,2)
(20136,97,82,5,1)
(20137,77,82,2,7)
(20138,95,100,6,8)
(20139,2,31,4,6)
(20140,96,22,7,10)
(20141,25,12,5,6)
(20142,25,46,8,5)
(20143,28,58,8,9)
(20144,39,12,3,4)
(20145,93,92,7,1)
(20146,43,30,4,4)
(20147,60,1,8,8)
(20148,23,17,7,2)
(20149,81,78,5,6)
(20150,75,42,2,7)
(20151,99,7,2,8)
(20152,18,33,2,4)
(20153,25,84,7,7)
(20154,65,92,5,5)
(20155,93,54,3,2)
(20156,70,5,6,7)
(20157,82,52,1,1)
(20158,45,67,8,2)
(20159,73,39,3,3)
(20160,72,88,8,2)
(20161,24,100,4,8)
(20162,44,32,8,2)
(20163,85,95,7,6)
(20164,100,22,5,10)
(20165,26,70,6,1)
(20166,88,55,5,5)
(20167,93,49,8,5)
(20168,37,58,4,3)
(20169,58,81,5,7)
(20170,64,11,5,10)
(20171,57,45,4,7)
(20172,18,66,3,1)
(20173,88,33,7,5)
(20174,87,29,4,7)
(20175,30,41,2,7)
(20176,99,10,8,7)
(20177,42,75,1,10)
(20178,37,51,2,5)
(20179,47,63,8,1)
(20180,81,41,8,9)
(20181,26,75,4,2)
(20182,55,29,8,3)
(20183,21,90,3,1)
(20184,51,77,8,8)
(20185,4,89,8,8)
(20186,91,5,5,5)
(20187,19,86,7,5)
(20188,78,63,3,6)
(20189,89,60,7,7)
(20190,88,9,4,7)
(20191,98,79,8,1)
(20192,8,60,3,3)
(20193,49,91,7,2)
(20194,47,87,5,10)
(20195,24,84,1,6)
(20196,98,33,6,8)
(20197,92,74,7,8)
(20198,34,6,4,1)
(20199,85,21,4,3)
(20200,80,26,4,4)
(20201,68,7,2,1)
(20202,93,50,8,2)
(20203,85,97,2,3)
(20204,30,80,5,7)
(20205,53,46,2,4)
(20206,52,94,4,1)
(20207,66,4,5,1)
(20208,81,36,8,9)
(20209,42,99,3,5)
(20210,100,46,4,4)
(20211,95,26,8,7)
(20212,57,83,1,8)
(20213,28,51,7,9)
(20214,96,19,1,10)
(20215,74,52,6,10)
(20216,87,38,5,3)
(20217,88,17,7,7)
(20218,15,72,1,2)
(20219,50,90,6,4)
(20220,72,83,3,7)
(20221,34,17,5,4)
(20222,87,55,5,2)
(20223,7,51,5,6)
(20224,88,71,7,3)
(20225,87,39,5,3)
(20226,11,86,8,1)
(20227,75,44,2,7)
(20228,79,35,8,10)
(20229,51,85,2,2)
(20230,40,33,2,10)
(20231,35,15,2,10)
(20232,85,63,8,8)
(20233,53,60,3,6)
(20234,97,37,3,6)
(20235,32,43,2,10)
(20236,77,72,4,1)
(20237,56,65,3,7)
(20238,49,66,8,2)
(20239,32,34,5,5)
(20240,96,5,4,2)
(20241,64,67,5,5)
(20242,3,40,3,5)
(20243,34,7,7,4)
(20244,78,17,5,10)
(20245,81,58,5,2)
(20246,23,75,6,4)
(20247,8,21,3,2)
(20248,25,13,8,5)
(20249,32,21,2,2)
(20250,12,87,2,10)
(20251,93,16,6,8)
(20252,32,49,4,6)
(20253,6,89,4,4)
(20254,64,60,7,3)
(20255,80,7,4,8)
(20256,71,32,2,5)
(20257,4,99,7,8)
(20258,85,7,5,2)
(20259,22,71,1,2)
(20260,19,7,4,10)
(20261,48,16,7,5)
(20262,75,40,6,3)
(20263,46,10,8,1)
(20264,93,7,8,10)
(20265,5,9,1,3)
(20266,15,26,1,1)
(20267,97,22,3,5)
(20268,81,17,4,3)
(20269,32,49,6,8)
(20270,88,22,5,5)
(20271,32,27,8,3)
(20272,33,74,6,4)
(20273,82,86,4,8)
(20274,11,99,7,8)
(20275,20,33,8,6)
(20276,1,20,8,9)
(20277,68,16,8,1)
(20278,90,7,5,2)
(20279,33,96,5,8)
(20280,21,71,6,2)
(20281,56,32,3,2)
(20282,82,41,1,7)
(20283,25,54,1,3)
(20284,73,83,5,8)
(20285,51,100,8,8)
(20286,6,91,2,10)
(20287,87,59,3,5)
(20288,30,8,1,1)
(20289,39,14,8,5)
(20290,54,84,7,3)
(20291,37,77,6,5)
(20292,59,63,1,2)
(20293,14,49,4,10)
(20294,39,11,1,9)
(20295,70,15,3,4)
(20296,23,96,1,5)
(20297,9,42,2,5)
(20298,25,9,5,4)
(20299,85,51,3,2)
(20300,13,23,6,6)
(20301,23,7,2,7)
(20302,18,58,7,10)
(20303,72,73,2,7)
(20304,20,71,4,9)
(20305,12,43,8,4)
(20306,51,89,3,9)
(20307,39,22,7,3)
(20308,97,40,7,1)
(20309,47,77,8,2)
(20310,34,22,2,2)
(20311,46,38,6,3)
(20312,60,61,8,5)
(20313,55,90,1,1)
(20314,31,11,5,3)
(20315,33,28,1,2)
(20316,67,4,1,9)
(20317,80,83,6,10)
(20318,56,33,5,5)
(20319,22,77,2,8)
(20320,38,15,4,5)
(20321,56,67,2,1)
(20322,78,95,2,5)
(20323,74,78,5,2)
(20324,81,92,4,7)
(20325,74,37,5,9)
(20326,21,3,3,2)
(20327,32,99,5,4)
(20328,65,80,5,4)
(20329,46,16,3,6)
(20330,11,12,8,6)
(20331,41,29,5,6)
(20332,21,85,2,5)
(20333,21,65,5,5)
(20334,20,56,7,3)
(20335,6,58,7,3)
(20336,89,86,7,3)
(20337,2,48,8,1)
(20338,12,97,8,7)
(20339,25,75,5,5)
(20340,59,61,7,1)
(20341,77,17,4,3)
(20342,72,58,5,8)
(20343,15,20,8,1)
(20344,58,93,3,10)
(20345,93,50,8,4)
(20346,98,20,3,7)
(20347,46,31,4,9)
(20348,43,61,4,6)
(20349,77,9,4,5)
(20350,66,65,8,1)
(20351,36,31,1,5)
(20352,76,3,2,10)
(20353,76,75,4,5)
(20354,33,49,4,3)
(20355,20,49,8,8)
(20356,34,77,6,9)
(20357,44,60,4,9)
(20358,40,91,7,3)
(20359,77,88,5,8)
(20360,90,17,6,10)
(20361,43,4,3,3)
(20362,53,5,8,10)
(20363,5,48,7,3)
(20364,76,11,7,2)
(20365,23,91,6,8)
(20366,33,73,1,2)
(20367,60,29,1,1)
(20368,97,42,3,6)
(20369,46,78,6,6)
(20370,35,55,7,3)
(20371,54,75,6,9)
(20372,38,13,4,2)
(20373,55,82,7,1)
(20374,54,5,5,5)
(20375,85,8,6,5)
(20376,1,31,6,2)
(20377,60,37,2,7)
(20378,44,19,1,7)
(20379,46,65,3,2)
(20380,29,34,3,4)
(20381,15,66,4,9)
(20382,70,16,7,4)
(20383,75,48,7,10)
(20384,30,11,6,3)
(20385,100,19,7,7)
(20386,90,23,7,5)
(20387,40,77,8,9)
(20388,10,62,4,3)
(20389,79,71,5,3)
(20390,38,78,4,7)
(20391,25,46,7,9)
(20392,8,11,7,6)
(20393,81,34,2,3)
(20394,57,48,4,4)
(20395,24,15,5,3)
(20396,17,8,8,6)
(20397,50,16,3,7)
(20398,22,41,3,3)
(20399,79,9,5,4)
(20400,56,33,6,9)
(20401,85,91,8,8)
(20402,46,93,2,5)
(20403,7,39,8,6)
(20404,46,21,7,3)
(20405,36,91,5,3)
(20406,31,28,1,5)
(20407,88,1,8,9)
(20408,33,70,5,7)
(20409,60,34,1,1)
(20410,26,7,4,6)
(20411,46,32,7,9)
(20412,52,73,4,8)
(20413,64,62,2,8)
(20414,41,23,5,5)
(20415,75,55,7,6)
(20416,24,12,3,7)
(20417,45,27,2,2)
(20418,86,17,7,7)
(20419,48,16,8,3)
(20420,40,10,7,1)
(20421,24,38,8,1)
(20422,12,7,6,4)
(20423,61,19,5,4)
(20424,82,71,6,1)
(20425,49,14,6,9)
(20426,31,56,2,6)
(20427,23,89,2,3)
(20428,50,23,1,9)
(20429,13,69,4,9)
(20430,27,84,3,4)
(20431,3,9,8,5)
(20432,31,98,8,2)
(20433,11,12,5,5)
(20434,19,33,1,5)
(20435,73,7,2,7)
(20436,82,75,6,7)
(20437,95,87,5,1)
(20438,70,34,8,9)
(20439,43,34,1,10)
(20440,31,73,1,4)
(20441,84,21,7,6)
(20442,5,60,5,5)
(20443,66,1,3,10)
(20444,75,96,5,4)
(20445,34,65,8,1)
(20446,50,100,8,9)
(20447,85,38,7,9)
(20448,10,24,2,7)
(20449,96,92,8,8)
(20450,3,42,1,6)
(20451,95,78,1,9)
(20452,73,63,3,2)
(20453,79,82,4,2)
(20454,33,40,1,6)
(20455,30,44,7,1)
(20456,67,90,7,4)
(20457,33,83,8,4)
(20458,25,42,3,6)
(20459,19,26,3,9)
(20460,40,80,6,1)
(20461,14,50,6,6)
(20462,25,15,8,5)
(20463,97,25,6,6)
(20464,9,100,7,1)
(20465,14,6,7,7)
(20466,13,37,6,5)
(20467,28,67,7,10)
(20468,68,47,5,2)
(20469,48,70,4,6)
(20470,36,72,8,1)
(20471,97,77,5,10)
(20472,28,40,1,9)
(20473,45,18,5,9)
(20474,6,23,1,8)
(20475,90,27,1,2)
(20476,26,15,1,1)
(20477,36,27,7,7)
(20478,50,87,6,3)
(20479,15,72,7,4)
(20480,63,5,7,7)
(20481,74,38,3,7)
(20482,12,16,5,4)
(20483,95,7,8,1)
(20484,21,2,5,4)
(20485,80,40,1,9)
(20486,79,33,5,9)
(20487,56,84,2,7)
(20488,40,26,5,6)
(20489,15,94,2,2)
(20490,10,7,4,1)
(20491,13,91,1,5)
(20492,44,70,3,1)
(20493,62,72,8,6)
(20494,4,34,4,4)
(20495,69,23,5,9)
(20496,100,5,6,1)
(20497,98,64,3,1)
(20498,70,21,6,4)
(20499,64,40,3,7)
(20500,10,59,7,2)
(20501,30,89,2,4)
(20502,74,97,2,7)
(20503,71,25,6,10)
(20504,81,23,3,3)
(20505,86,26,8,7)
(20506,46,3,5,9)
(20507,42,7,3,6)
(20508,66,49,7,5)
(20509,89,38,6,2)
(20510,87,80,5,3)
(20511,5,27,3,7)
(20512,61,15,6,2)
(20513,4,19,2,4)
(20514,60,92,6,7)
(20515,59,50,3,3)
(20516,74,30,4,7)
(20517,13,60,5,10)
(20518,63,6,7,1)
(20519,84,37,5,5)
(20520,4,8,3,4)
(20521,79,17,2,4)
(20522,9,62,3,5)
(20523,63,38,1,8)
(20524,19,76,3,2)
(20525,36,1,2,7)
(20526,58,27,2,8)
(20527,16,12,3,10)
(20528,71,23,5,5)
(20529,92,40,8,8)
(20530,53,45,8,10)
(20531,82,99,8,4)
(20532,75,55,2,6)
(20533,7,65,8,9)
(20534,43,78,6,9)
(20535,41,98,7,6)
(20536,73,52,8,2)
(20537,91,49,8,7)
(20538,93,36,2,1)
(20539,87,14,1,9)
(20540,20,15,6,2)
(20541,31,32,1,3)
(20542,9,2,5,1)
(20543,51,6,7,1)
(20544,10,74,4,8)
(20545,75,4,3,7)
(20546,92,57,2,5)
(20547,22,25,5,8)
(20548,91,11,1,10)
(20549,42,15,2,4)
(20550,16,24,6,10)
(20551,81,12,6,1)
(20552,38,78,4,2)
(20553,34,40,1,10)
(20554,97,26,2,2)
(20555,51,91,5,5)
(20556,1,36,2,4)
(20557,50,7,1,3)
(20558,82,44,2,3)
(20559,7,23,4,4)
(20560,52,97,1,5)
(20561,88,85,8,1)
(20562,10,62,4,6)
(20563,4,20,8,5)
(20564,55,18,5,9)
(20565,76,43,1,1)
(20566,86,55,1,2)
(20567,29,77,1,10)
(20568,25,95,5,7)
(20569,31,78,4,8)
(20570,91,53,7,4)
(20571,24,60,3,2)
(20572,77,51,8,7)
(20573,93,59,3,2)
(20574,14,33,2,7)
(20575,10,66,2,4)
(20576,60,91,6,8)
(20577,20,46,6,4)
(20578,50,89,2,6)
(20579,48,58,4,6)
(20580,60,42,8,9)
(20581,100,90,1,4)
(20582,74,12,3,9)
(20583,78,32,1,9)
(20584,74,66,1,1)
(20585,11,16,1,5)
(20586,4,62,7,8)
(20587,71,93,2,8)
(20588,34,8,1,6)
(20589,97,19,6,10)
(20590,31,8,8,5)
(20591,91,73,5,8)
(20592,90,78,1,9)
(20593,93,15,4,5)
(20594,77,2,7,10)
(20595,94,79,3,9)
(20596,86,14,2,3)
(20597,84,64,2,4)
(20598,71,60,6,5)
(20599,32,73,1,8)
(20600,2,38,3,5)
(20601,5,41,5,2)
(20602,42,44,7,1)
(20603,22,11,8,7)
(20604,24,80,8,3)
(20605,95,48,6,7)
(20606,7,54,2,9)
(20607,78,8,7,3)
(20608,45,87,1,5)
(20609,80,19,5,3)
(20610,62,64,7,10)
(20611,74,76,6,6)
(20612,7,39,6,1)
(20613,86,37,5,9)
(20614,42,97,7,2)
(20615,4,96,8,10)
(20616,83,74,6,1)
(20617,92,33,1,4)
(20618,96,45,6,2)
(20619,21,89,7,1)
(20620,27,31,1,2)
(20621,67,50,1,9)
(20622,98,42,1,9)
(20623,38,28,4,3)
(20624,54,5,5,5)
(20625,89,70,1,4)
(20626,15,97,7,6)
(20627,85,28,4,5)
(20628,58,97,8,8)
(20629,98,36,8,6)
(20630,77,67,2,8)
(20631,94,52,3,7)
(20632,56,21,5,6)
(20633,91,1,5,1)
(20634,97,38,1,3)
(20635,65,7,6,4)
(20636,55,23,5,9)
(20637,58,85,7,10)
(20638,51,47,4,2)
(20639,99,89,2,7)
(20640,61,42,7,10)
(20641,42,30,2,7)
(20642,19,49,3,10)
(20643,8,66,2,6)
(20644,88,57,2,6)
(20645,93,65,3,4)
(20646,64,35,6,10)
(20647,75,36,4,7)
(20648,29,69,2,6)
(20649,50,45,1,1)
(20650,93,81,4,3)
(20651,46,11,5,2)
(20652,67,79,7,10)
(20653,96,65,7,3)
(20654,100,94,6,2)
(20655,30,38,2,1)
(20656,58,99,4,2)
(20657,43,42,7,6)
(20658,74,78,3,5)
(20659,88,48,6,6)
(20660,78,37,5,4)
(20661,2,68,5,1)
(20662,62,2,3,8)
(20663,92,39,5,2)
(20664,37,35,3,8)
(20665,29,83,6,3)
(20666,13,99,8,3)
(20667,98,80,4,8)
(20668,16,73,5,8)
(20669,41,31,6,9)
(20670,84,99,7,4)
(20671,37,47,1,8)
(20672,82,35,6,3)
(20673,70,67,6,3)
(20674,66,87,7,5)
(20675,66,42,6,10)
(20676,15,90,7,2)
(20677,20,23,3,8)
(20678,21,3,1,2)
(20679,49,61,6,1)
(20680,47,83,4,3)
(20681,49,58,2,9)
(20682,44,34,2,1)
(20683,75,70,1,5)
(20684,59,96,6,5)
(20685,18,2,6,5)
(20686,4,18,1,6)
(20687,30,78,4,8)
(20688,60,81,5,4)
(20689,90,92,5,6)
(20690,77,6,4,4)
(20691,76,40,2,4)
(20692,88,39,5,6)
(20693,92,52,8,7)
(20694,69,92,6,4)
(20695,70,41,5,5)
(20696,73,68,2,1)
(20697,12,19,4,7)
(20698,24,92,3,1)
(20699,32,87,3,9)
(20700,25,4,8,7)
(20701,7,73,3,7)
(20702,17,70,6,6)
(20703,63,100,7,8)
(20704,20,11,7,1)
(20705,81,47,4,10)
(20706,90,13,1,7)
(20707,99,47,7,3)
(20708,50,70,8,4)
(20709,42,61,2,2)
(20710,82,9,4,7)
(20711,8,17,7,5)
(20712,79,35,3,1)
(20713,81,83,2,4)
(20714,95,72,1,3)
(20715,18,85,3,9)
(20716,6,64,8,4)
(20717,76,7,2,9)
(20718,15,56,3,5)
